Query,Response,language,intent,Response_DE,Response_TA
What is the interest rate for a venture loan?,The current interest rate for a venture loan is 18.4%.,en,loan_info,"Der aktuelle Zinssatz für ein Risikokredit beträgt 18,4%.",துணிகர கடனுக்கான தற்போதைய வட்டி விகிதம் 18.4%ஆகும்.
What is the interest rate for a personal loan?,The current interest rate for a personal loan is 14.0%.,en,loan_info,"Der aktuelle Zinssatz für ein persönliches Darlehen beträgt 14,0%.",தனிப்பட்ட கடனுக்கான தற்போதைய வட்டி விகிதம் 14.0%ஆகும்.
What is the interest rate for a personal loan?,The current interest rate for a personal loan is 17.3%.,en,loan_info,"Der aktuelle Zinssatz für ein persönliches Darlehen beträgt 17,3%.",தனிப்பட்ட கடனுக்கான தற்போதைய வட்டி விகிதம் 17.3%ஆகும்.
What is your policy on wire transfers?,"Our policy on wire transfers includes fees and limits, which can be found on our website or by contacting customer service for detailed information.",en,unknown,"Our policy on wire transfers includes fees and limits, which can be found on our website or by contacting customer service for detailed information.",
What is the interest rate for a venture loan?,The current interest rate for a venture loan is 6.4%.,en,loan_info,"Der aktuelle Zinssatz für ein Risikokredit beträgt 6,4%.",துணிகர கடனுக்கான தற்போதைய வட்டி விகிதம் 6.4%ஆகும்.
What is the interest rate for a education loan?,The current interest rate for a education loan is 7.1%.,en,loan_info,"Der aktuelle Zinssatz für ein Bildungsdarlehen beträgt 7,1%.",கல்வி கடனுக்கான தற்போதைய வட்டி விகிதம் 7.1%ஆகும்.
What is the interest rate for a debtconsolidation loan?,The current interest rate for a debtconsolidation loan is 12.2%.,en,loan_info,"Der aktuelle Zinssatz für ein Schuldenkonsolidierungsdarlehen beträgt 12,2%.",கடன் ஒருங்கிணைப்பு கடனுக்கான தற்போதைய வட்டி விகிதம் 12.2%ஆகும்.
What is the interest rate for a personal loan?,The current interest rate for a personal loan is 6.9%.,en,loan_info,"Der aktuelle Zinssatz für ein persönliches Darlehen beträgt 6,9%.",தனிப்பட்ட கடனுக்கான தற்போதைய வட்டி விகிதம் 6.9%ஆகும்.
What is the interest rate for a medical loan?,The current interest rate for a medical loan is 17.0%.,en,loan_info,"Der aktuelle Zinssatz für ein medizinisches Darlehen beträgt 17,0%.",மருத்துவ கடனுக்கான தற்போதைய வட்டி விகிதம் 17.0%ஆகும்.
Kann ich einen gemeinsamen Kontoinhaber hinzufügen?,"Yes, you can add a common account holder by visiting a branch or updating your account details via online banking.",de,unknown,"Ja, Sie können einen gemeinsamen Kontoinhaber hinzufügen, indem Sie eine Filiale besuchen oder Ihre Kontodaten über das Online -Banking aktualisieren.",
What is the interest rate for a homeimprovement loan?,The current interest rate for a homeimprovement loan is 5.6%.,en,loan_info,"Der aktuelle Zinssatz für ein Hausverbesserungsdarlehen beträgt 5,6%.",வீட்டு மேம்பாட்டுக் கடனுக்கான தற்போதைய வட்டி விகிதம் 5.6%ஆகும்.
What are your policies on account inactivity fees?,Account inactivity fees and policies are detailed in our fee schedule. Please review the information on our website or contact customer service for details.,en,unknown,Die Inaktivitätsgebühren und -richtlinien für Kontoen sind in unserem Gebührenplan aufgeführt.Bitte überprüfen Sie die Informationen auf unserer Website oder wenden Sie sich an den Kundendienst für Details.,கணக்கு செயலற்ற கட்டணம் மற்றும் கொள்கைகள் எங்கள் கட்டண அட்டவணையில் விவரிக்கப்பட்டுள்ளன.எங்கள் வலைத்தளத்தின் தகவல்களை மதிப்பாய்வு செய்யவும் அல்லது விவரங்களுக்கு வாடிக்கையாளர் சேவையைத் தொடர்பு கொள்ளவும்.
What is the interest rate for a education loan?,The current interest rate for a education loan is 18.4%.,en,loan_info,"Der aktuelle Zinssatz für ein Bildungsdarlehen beträgt 18,4%.",கல்வி கடனுக்கான தற்போதைய வட்டி விகிதம் 18.4%ஆகும்.
What is the interest rate for a medical loan?,The current interest rate for a medical loan is 10.9%.,en,loan_info,"Der aktuelle Zinssatz für ein medizinisches Darlehen beträgt 10,9%.",மருத்துவ கடனுக்கான தற்போதைய வட்டி விகிதம் 10.9%ஆகும்.
What is the interest rate for a personal loan?,The current interest rate for a personal loan is 14.7%.,en,loan_info,"Der aktuelle Zinssatz für ein persönliches Darlehen beträgt 14,7%.",தனிப்பட்ட கடனுக்கான தற்போதைய வட்டி விகிதம் 14.7%ஆகும்.
What is the interest rate for a personal loan?,The current interest rate for a personal loan is 10.4%.,en,loan_info,"Der aktuelle Zinssatz für ein persönliches Darlehen beträgt 10,4%.",தனிப்பட்ட கடனுக்கான தற்போதைய வட்டி விகிதம் 10.4%ஆகும்.
"Was soll ich tun, wenn ich eine nicht autorisierte Transaktion bemerke?",Report all non -authorized transactions to customer service immediately to fix the problem and secure your account.,de,unknown,"Melden Sie alle nicht autorisierten Transaktionen sofort in den Kundendienst, um das Problem zu beheben und Ihr Konto zu sichern.",
What is the interest rate for a education loan?,The current interest rate for a education loan is 6.4%.,en,loan_info,"Der aktuelle Zinssatz für ein Bildungsdarlehen beträgt 6,4%.",கல்வி கடனுக்கான தற்போதைய வட்டி விகிதம் 6.4%ஆகும்.
What is the interest rate for a medical loan?,The current interest rate for a medical loan is 15.7%.,en,loan_info,"Der aktuelle Zinssatz für ein medizinisches Darlehen beträgt 15,7%.",மருத்துவ கடனுக்கான தற்போதைய வட்டி விகிதம் 15.7%ஆகும்.
