Query,Response,language,intent
Who is HOD,All engineering departments have only one hod XYZ who available on (Place name),en,ithod
மின்-அறிக்கைகளில் நான் எவ்வாறு சேரலாம்?,"மின்-அறிக்கைகளில் சேர, உங்கள் ஆன்லைன் வங்கி கணக்கில் உள்நுழைந்து, மின்னணு விநியோகத்தைத் தேர்வுசெய்ய 'அறிக்கைகள்' பகுதியைத் தேர்ந்தெடுக்கவும்.",ta,unknown
shut up,please use appropriate language,en,swear
whatv is the principal name,XYZ is college principal and if you need any help then call your branch hod first.That is more appropriate,en,principal
do you have a name,You can call me Mind Reader.,en,name
package,"To know about placement visit <a target=""_blank"" href=""PLACEMENT INFORMATION LINK FROM YOUR UNIVERSITY WEBSITE IF THEY HAVE"">here</a>",en,placement
how to call you,You can contact at: NUMBER,en,number
Do you offer business banking services?,"Yes, we offer a range of business banking services. Please visit our business banking page or contact a representative for more information.",en,unknown
your name,You can call me Mind Reader.,en,name
how much is the fees,"For Fee detail visit <a target=""_blank"" href=""LINK""> here</a>",en,fees
fourth year scholarship,"Many government scholarships are supported by our university. For details and updates visit <a target=""_blank"" href=""(SCHOLARSHIP DETAILS LINK)"">here</a>",en,scholarship
கணக்கு நல்லிணக்கத்திற்கான உங்கள் நடைமுறைகள் என்ன?,கணக்கு நல்லிணக்க நடைமுறைகளை எங்கள் வலைத்தளத்திலோ அல்லது குறிப்பிட்ட விவரங்களுக்கு வாடிக்கையாளர் சேவையைத் தொடர்புகொள்வதன் மூலமோ காணலாம்.,ta,unknown
How can I set up alerts for my account transactions?,You can set up account alerts by logging into your online banking account and selecting the 'Alerts' option to customize notifications for various account activities.,en,unknown
Kann ich meine Debitkarte international verwenden?,"Ja, Sie können Ihre Debitkarte international verwenden. Benachrichtigen Sie uns vor dem Reisen, um Probleme zu vermeiden, wobei Ihre Karte blockiert wird.",de,unknown
what is the name of the developers,College students,en,creator
எனது புதிய கிரெடிட் கார்டை எவ்வாறு செயல்படுத்துவது?,உங்கள் அட்டையுடன் வழங்கப்பட்ட செயல்படுத்தும் எண்ணை அழைப்பதன் மூலம் அல்லது உங்கள் ஆன்லைன் வங்கி கணக்கில் உள்நுழைவதன் மூலம் உங்கள் புதிய கிரெடிட் கார்டை செயல்படுத்தவும்.,ta,unknown
தனிப்பட்ட கடன் வரிக்கு நான் எவ்வாறு விண்ணப்பிப்பது?,கடன் அதிகாரியுடன் விண்ணப்ப செயல்முறையை முடிக்க எங்கள் வலைத்தளம் அல்லது ஒரு கிளையைப் பார்வையிடுவதன் மூலம் தனிப்பட்ட கடன் வரிக்கு விண்ணப்பிக்கவும்.,ta,unknown
எனது கடன் அறிக்கையின் நகலை எவ்வாறு பெறுவது?,கடன் அறிக்கையிடல் முகவர் மூலம் உங்கள் கடன் அறிக்கையின் நகலை நீங்கள் கோரலாம் அல்லது உங்கள் ஆன்லைன் வங்கி கணக்கு மூலம் கிடைக்குமா என்பதை சரிபார்க்கலாம்.,ta,unknown
Kann ich meine Account -Aktivitätsgeschichte anzeigen?,"Ja, Sie können Ihren Kontoaktivitätsverlauf anzeigen, indem Sie sich bei Ihrem Online -Banking -Konto anmelden und auf den Abschnitt ""Kontoaktivität"" zugreifen.",de,unknown
information about sports,"Our university encourages all-round development of students and hence provides sports facilities in the campus. For more details visit<a target=""_blank"" href=/""(LINK IF HAVE)"">here</a>",en,sports
Wie schließe ich mein Konto?,"Um Ihr Konto zu schließen, wenden Sie sich an den Kundendienst oder besuchen Sie eine Filiale, um den Kontoverschlussvorgang abzuschließen.",de,unknown
hours of operation,College is open 8am-5pm Monday-Saturday!,en,hours
Kann ich ein Darlehen für die Verbesserung des Eigenheims erhalten?,"Ja, wir bieten Kredite für die Verbesserung der Heimat an. Bewerben Sie sich online oder besuchen Sie eine Filiale, um mit einem Kreditsachen über Ihre Optionen zu sprechen.",de,unknown
what about uniform,ENTER YOUR OWN UNIVERSITY UNIFORM CIRCULER,en,uniform
Wie kann ich eine Bankaussage anfordern?,"Sie können eine Bankabrechnung über Online -Banking, unsere mobile App oder durch Kontakt mit dem Kundendienst anfordern, um eine Erklärung an Sie zu senden.",de,unknown
canteen facility,Our university has canteen with variety of food available,en,canteen
Can I get help with student budgeting?,"Yes, we offer budgeting assistance for students. Contact our financial advisors to get help with managing your finances while studying.",en,unknown
Is there a cafetaria in college,Our university has canteen with variety of food available,en,canteen
How do I set up an automatic transfer between accounts?,"Set up an automatic transfer by logging into your online banking account, selecting 'Transfer Funds,' and scheduling the transfers.",en,unknown
Wie bestreite ich eine Gebühr auf meine Kreditkarte?,"Um eine Gebühr zu bestreiten, wenden Sie sich an unseren Kundendienst mit den Einzelheiten der Gebühr und der unterstützenden Dokumentation.",de,unknown
Can I get a financial advisor appointment?,"Yes, you can schedule an appointment with a financial advisor by contacting our office or visiting our website to set up a meeting.",en,unknown
what is the name of your creators,College students,en,creator
Bieten Sie Investmentdienstleistungen an?,"Ja, wir bieten eine Reihe von Investmentdienstleistungen an. Bitte besuchen Sie unsere Investment Services -Seite oder wenden Sie sich an einen Finanzberater, um weitere Informationen zu erhalten.",de,unknown
பிரீமியம் கணக்கு வைத்திருப்பதன் நன்மைகள் என்ன?,"பிரீமியம் கணக்குகள் அதிக வட்டி விகிதங்கள், குறைந்த கட்டணம் மற்றும் பிரத்யேக சேவைகள் போன்ற கூடுதல் நன்மைகளை வழங்குகின்றன. மேலும் விவரங்களுக்கு எங்கள் வலைத்தளத்தைப் பார்க்கவும்.",ta,unknown
